Quality	#1 ID	#2 ID	#1 Sentence Length	#2 Sentence Length	#1 Tree Size	#2 Tree Size	#1 Tree Depth	#2 Tree Depth	APTED
1	1336938	1337021	30	21	81	54	10	8	31.0
0	1423836	1423708	27	30	77	83	14	14	24.0
0	1239811	1239812	21	29	59	85	13	13	53.0
0	547045	547345	19	18	51	50	8	8	31.0
1	666922	666899	31	30	85	83	15	15	9.0
0	386343	386068	27	20	77	53	16	8	32.0
0	633766	633873	20	22	52	60	6	11	47.0
0	1726006	1725909	24	19	66	56	9	9	32.0
1	2052012	2052105	23	27	70	81	14	15	14.0
1	2090911	2091154	22	19	61	53	8	8	22.0
0	516006	515989	33	32	91	87	11	9	32.0
1	2965621	2965471	13	18	38	54	7	11	32.0
0	342103	342374	12	17	39	58	10	19	41.0
0	1733125	1733103	15	18	42	48	7	6	38.0
1	2265271	2265152	32	31	93	91	23	23	11.0
1	2225652	2225503	23	25	61	67	8	9	30.0
1	3062202	3062308	30	24	83	67	12	9	20.0
1	2911413	2911040	15	15	42	41	10	10	23.0
0	1989067	1989022	13	14	36	39	7	9	25.0
0	2676314	2676351	16	12	46	34	12	8	30.0
0	1428155	1428182	18	19	53	51	11	7	54.0
1	3119492	3119462	24	21	68	60	13	11	17.0
1	2155514	2155377	28	29	79	81	14	13	20.0
1	1649586	1649681	29	31	81	87	12	12	27.0
1	1022631	1022710	19	16	50	45	8	10	37.0
1	516067	515977	24	24	63	62	8	8	33.0
0	3319118	3319092	18	18	47	46	6	7	37.0
1	66486	66500	19	25	52	70	8	9	52.0
1	1552068	1551928	33	33	90	91	10	15	32.0
0	1284151	1284174	31	25	85	72	14	9	52.0
1	1770700	1770742	31	28	94	85	15	12	33.0
1	936978	937500	15	14	43	42	8	9	29.0
0	781683	782027	20	19	51	51	6	7	18.0
1	2467891	2467898	13	15	36	43	6	7	27.0
1	424456	424522	27	29	74	81	12	15	28.0
1	1379534	1379472	23	21	57	55	6	6	38.0
1	212678	212621	19	30	57	89	13	13	40.0
1	1965766	1965716	23	19	65	54	9	9	24.0
1	126740	127044	27	19	78	56	12	10	32.0
1	3003536	3003613	33	29	91	81	11	11	27.0
1	2343284	2343320	30	33	84	90	12	10	31.0
1	221463	221513	9	9	27	28	8	9	13.0
0	1796330	1795954	21	20	63	58	11	12	43.0
0	3328016	3328333	23	24	65	69	13	16	26.0
1	618387	618228	35	34	99	96	14	12	14.0
0	746176	745950	31	22	81	58	9	7	30.0
1	263752	263690	24	29	68	83	11	11	37.0
1	2313849	2313797	33	26	86	70	10	10	17.0
1	54528	54500	32	26	88	71	10	12	52.0
1	2395061	2394939	12	13	36	40	11	9	25.0
0	985015	984975	21	18	59	50	8	9	39.0
1	3034529	3034440	29	31	91	96	24	24	15.0
0	2221678	2221623	31	28	83	78	8	12	40.0
0	1535361	1535345	26	20	69	50	8	6	42.0
1	3200919	3201393	24	22	71	64	14	11	31.0
1	3155022	3154888	14	16	38	43	8	9	21.0
1	2221876	2221924	24	31	68	87	15	15	29.0
1	455285	455123	17	17	50	47	11	8	35.0
0	3378928	3378898	19	21	55	59	9	9	47.0
0	1559190	1559098	23	17	66	51	11	11	22.0
1	2778966	2779062	26	28	74	79	17	18	10.0
0	1491619	1491642	20	14	54	38	8	7	32.0
0	2859844	2859942	12	11	31	32	6	9	32.0
0	3037559	3037387	26	22	73	59	10	10	30.0
1	536277	536208	18	21	48	57	8	11	19.0
1	2084866	2084802	28	20	87	62	24	16	28.0
1	2536322	2536356	12	10	32	27	5	5	8.0
1	146126	146291	24	24	62	63	7	7	40.0
1	1430357	1430425	34	23	96	68	16	16	32.0
1	3039310	3039413	20	25	56	72	8	11	26.0
1	71282	71506	31	31	90	88	17	17	19.0
0	42207	42173	20	26	57	71	12	12	20.0
1	1355339	1355163	24	33	64	86	7	10	42.0
1	34513	34742	24	25	72	74	17	17	11.0
0	1949328	1949306	27	23	81	69	8	8	47.0
1	2198639	2198910	35	28	100	78	20	11	42.0
1	1317759	1317853	20	22	55	59	9	9	42.0
1	1114356	1114165	19	20	50	52	7	7	34.0
0	830656	830805	22	19	61	53	11	8	42.0
1	1973756	1973638	23	21	61	56	9	9	26.0
1	2063609	2063635	28	34	77	95	12	14	40.0
1	3128160	3128278	22	20	62	59	13	13	27.0
0	264278	264400	18	14	49	39	9	9	12.0
1	2159006	2158955	20	19	57	57	14	14	29.0
1	2560842	2560784	12	15	38	47	13	15	22.0
1	2287318	2287402	16	19	50	57	15	12	35.0
1	949672	949874	26	21	77	57	10	8	40.0
1	1346473	1346394	15	17	45	49	10	9	21.0
1	3079665	3079690	18	14	52	39	9	10	22.0
1	1128192	1128199	29	26	79	76	13	19	55.0
1	3437630	3437425	27	26	76	74	13	13	28.0
1	1613553	1613472	13	11	36	29	6	7	28.0
0	196230	195968	18	22	55	68	13	17	31.0
1	1219395	1219620	21	23	63	67	16	15	24.0
1	3223195	3223214	22	16	61	45	12	10	18.0
1	368067	368018	12	13	34	41	7	11	25.0
1	175943	175919	20	19	57	54	10	8	41.0
0	747968	748092	27	26	77	74	11	9	58.0
0	3414738	3414762	30	28	80	74	8	8	25.0
0	2806879	2806935	16	22	44	63	8	8	41.0
1	2271664	2272487	22	23	60	64	10	12	16.0
1	2210997	2211155	25	27	66	73	9	12	32.0
0	2256139	2255931	21	19	60	55	10	11	22.0
1	892628	892971	10	10	28	28	6	7	18.0
0	1209978	1209647	17	15	51	44	13	9	35.0
0	2271581	2272060	18	17	48	48	7	10	26.0
1	2280387	2280353	25	21	67	57	8	8	22.0
1	2331304	2331918	17	25	50	72	13	13	28.0
1	1048622	1048759	15	20	47	59	14	15	21.0
0	1378008	1378273	15	17	40	46	7	7	13.0
0	611663	611716	14	18	40	48	9	8	28.0
1	1851859	1851814	15	13	40	38	7	8	30.0
1	187187	187147	20	23	58	65	12	11	37.0
1	2580932	2581102	31	31	89	87	12	11	34.0
0	2046780	2046991	20	26	58	72	12	12	29.0
0	61617	61757	13	16	36	48	8	10	42.0
0	3292501	3292585	22	26	64	76	14	13	24.0
1	2229168	2229224	28	26	84	80	13	12	29.0
1	2170444	2170659	23	22	63	60	12	12	31.0
0	3142677	3142446	21	18	57	50	12	9	36.0
1	3120087	3120252	20	29	56	82	11	12	45.0
1	1223140	1223201	12	11	35	32	10	9	25.0
1	1072440	1072674	15	11	42	32	8	7	28.0
0	145183	145154	20	21	54	59	7	8	28.0
1	312456	312396	23	29	72	91	16	18	25.0
1	98432	98657	31	30	93	89	15	13	25.0
0	2986989	2986953	17	22	48	62	11	11	34.0
0	3010408	3010442	18	17	49	43	10	6	39.0
1	702468	702500	29	29	81	81	14	15	36.0
1	2664149	2664187	20	17	59	48	11	8	23.0
1	1805639	1805436	22	26	64	80	13	17	31.0
1	1017806	1017918	10	10	30	30	7	6	7.0
0	2331801	2331918	17	25	50	72	13	13	30.0
1	2564410	2564005	34	27	96	76	15	15	34.0
0	2690149	2690096	24	23	68	61	8	7	50.0
1	3039007	3038845	13	17	34	48	7	12	18.0
1	193958	194062	23	18	63	51	7	7	28.0
1	3104386	3104362	24	19	65	53	9	12	35.0
0	259990	259815	20	28	55	82	9	10	43.0
1	274461	274830	21	26	57	70	9	7	59.0
1	68016	67933	17	16	46	46	8	7	44.0
1	1473646	1473505	33	32	97	97	16	21	35.0
1	1410941	1410923	31	28	90	79	13	13	31.0
1	927430	927587	28	23	75	62	8	8	15.0
1	1984639	1984517	18	19	51	55	13	12	34.0
1	1604530	1604464	22	21	59	57	7	8	58.0
1	2933717	2933887	24	22	68	63	14	15	25.0
0	329537	329563	16	19	46	61	11	17	27.0
0	53579	53653	29	31	80	88	15	14	43.0
1	1708040	1708062	28	32	79	86	12	11	32.0
1	2173122	2173166	32	31	90	93	20	23	70.0
0	2512881	2512837	19	18	53	51	9	9	27.0
0	2210832	2210795	30	21	87	60	12	9	39.0
0	1757264	1757375	22	28	62	81	12	13	26.0
1	2586233	2586269	29	22	82	64	15	14	56.0
0	1857647	1857914	30	28	82	76	9	9	51.0
0	702537	702542	24	17	69	45	13	7	43.0
0	519659	519346	20	25	54	73	10	18	34.0
1	130002	129858	24	24	64	64	8	8	43.0
1	1849905	1849875	25	26	69	70	10	10	15.0
1	2570236	2570437	27	28	75	76	9	8	43.0
0	228824	228863	29	23	81	63	11	10	31.0
1	1740656	1740677	30	23	84	65	18	14	48.0
0	1669206	1669252	17	19	48	55	10	10	26.0
1	2664492	2664470	21	23	58	64	8	9	30.0
1	1438505	1438576	29	23	80	65	13	14	26.0
1	1792303	1792426	16	23	44	64	7	10	24.0
1	1862940	1862654	30	23	70	53	7	6	23.0
1	2826660	2826474	24	17	70	49	13	10	26.0
0	197853	197784	23	30	67	86	14	14	21.0
1	2818052	2817713	26	19	78	57	12	10	27.0
0	1477632	1477593	33	21	94	57	14	9	53.0
1	3254694	3254717	26	26	75	75	12	8	34.0
1	68529	68510	18	25	54	75	12	15	28.0
0	1191438	1191562	23	31	66	90	11	11	44.0
0	2551832	2551614	17	22	43	59	6	8	42.0
1	2467993	2467953	20	17	57	50	11	10	21.0
1	1723132	1723089	17	16	45	42	6	6	16.0
1	2225543	2225652	25	23	68	61	9	8	32.0
1	1043105	1042991	22	18	63	54	12	14	31.0
1	3255083	3255063	27	29	76	86	12	15	43.0
1	3258350	3258262	24	24	71	69	12	11	10.0
1	2545545	2545504	25	25	78	77	12	13	47.0
0	2210473	2210658	27	29	78	82	12	16	75.0
1	502271	502294	33	35	89	94	10	10	11.0
1	440827	440875	16	15	46	42	10	10	28.0
1	3278429	3278400	20	16	58	48	11	12	16.0
0	781813	781879	23	23	63	61	10	9	23.0
0	3267822	3267949	32	32	89	90	15	13	36.0
0	669959	670149	29	33	82	96	17	20	39.0
1	2490131	2490074	25	29	74	88	13	15	37.0
1	2136148	2136242	26	24	75	68	11	11	34.0
1	881566	881614	22	21	59	55	8	7	18.0
0	1182221	1182195	34	26	92	69	13	12	24.0
0	1319151	1319599	20	20	55	53	8	7	37.0
1	654228	654098	32	24	92	67	14	13	48.0
1	871476	871541	25	34	73	97	13	14	34.0
1	3439709	3439626	12	17	34	49	8	11	28.0
1	383417	383558	22	23	60	62	10	11	39.0
1	2632317	2632336	13	14	37	41	8	8	35.0
0	1458220	1458108	11	12	31	33	7	7	16.0
1	3207860	3207813	20	29	56	83	13	19	31.0
0	2806634	2806558	19	26	53	73	9	14	48.0
1	2531741	2531598	32	30	90	86	14	14	8.0
1	2601356	2601403	24	19	66	52	8	8	25.0
0	1410601	1410768	20	22	58	66	10	11	20.0
0	2436848	2436676	18	18	49	52	8	9	26.0
1	2440086	2440257	22	21	57	55	7	7	46.0
1	727276	727340	29	29	87	86	14	12	28.0
1	1674733	1674780	23	33	65	93	13	10	42.0
1	2281835	2281720	29	24	81	68	11	11	39.0
1	2471258	2471214	26	32	71	92	8	13	55.0
0	2766112	2766084	26	16	67	47	10	10	44.0
1	1261116	1261234	11	15	30	46	6	12	27.0
0	514810	514453	27	20	75	55	11	9	25.0
0	289188	289505	25	16	72	47	11	10	34.0
1	2077719	2077537	29	24	77	64	11	11	21.0
1	3313145	3313172	29	25	81	70	11	11	22.0
1	1183958	1183917	27	33	74	86	7	7	12.0
1	259814	260052	26	24	74	71	13	17	32.0
1	1860590	1860965	11	16	32	46	7	8	35.0
1	3217914	3217410	16	11	46	31	8	6	20.0
1	899533	899451	19	16	53	43	8	6	25.0
1	330570	330597	32	28	93	80	15	13	51.0
1	1856517	1856552	25	21	75	60	18	14	25.0
0	379912	380057	30	31	86	87	10	10	17.0
1	2278050	2278126	19	14	59	41	17	10	27.0
0	375988	375914	19	18	58	55	12	12	16.0
1	184751	184597	20	23	57	66	10	12	14.0
1	2095800	2095807	28	29	79	81	13	12	45.0
1	2271486	2271836	16	18	46	53	11	14	18.0
0	1076887	1076865	26	21	74	61	8	8	17.0
1	2182211	2182122	27	28	78	81	12	9	44.0
1	3028143	3028234	25	17	69	45	9	6	40.0
0	300634	301341	22	33	61	91	11	11	41.0
0	2524956	2525064	22	27	61	67	11	7	41.0
1	758278	758048	15	16	44	45	10	6	28.0
1	303299	303003	16	16	47	45	10	7	42.0
1	2481604	2481631	26	25	70	69	12	12	20.0
1	3271454	3271282	12	18	36	51	7	7	20.0
1	3419298	3419192	26	27	76	76	18	17	22.0
1	778948	779030	12	15	34	42	7	8	29.0
1	2894851	2894608	18	23	54	66	9	13	32.0
0	2551482	2551643	16	11	45	33	9	8	34.0
1	126746	126660	26	29	78	89	19	16	36.0
1	1043007	1043209	27	22	77	61	12	12	29.0
0	1467845	1467892	21	15	61	44	11	9	39.0
0	249699	249623	19	21	56	59	10	8	32.0
1	652661	652656	21	21	54	54	8	8	33.0
1	1027118	1027150	24	24	72	70	10	14	31.0
1	1964152	1964187	17	19	48	56	11	13	31.0
0	3448488	3448449	28	20	73	52	8	6	26.0
1	1087515	1087318	32	31	85	82	12	10	44.0
1	2923683	2923676	17	20	46	52	10	8	47.0
1	2494381	2494531	14	16	41	46	10	9	27.0
1	1353189	1353442	27	25	78	75	15	16	19.0
1	2749322	2749663	25	27	68	75	13	11	19.0
1	881610	881572	33	25	90	69	11	10	37.0
1	14515	14484	19	28	57	83	10	13	33.0
1	1359554	1359450	19	19	56	54	11	8	14.0
0	2204592	2204588	33	26	87	66	11	9	56.0
1	3250031	3250014	23	19	63	55	10	12	30.0
0	3177055	3177119	19	16	53	44	10	7	31.0
1	2228736	2228856	23	28	60	77	7	8	31.0
1	1887655	1887596	31	28	85	81	11	13	14.0
0	2885428	2885526	32	24	87	67	11	13	69.0
1	516877	516921	26	31	70	85	11	14	25.0
1	2199099	2199074	11	8	29	24	6	6	23.0
1	2889005	2888954	30	29	87	84	17	16	37.0
1	556737	556780	28	31	80	89	15	15	22.0
0	1670433	1670386	20	25	56	75	9	15	43.0
0	2824462	2824446	16	15	43	39	9	6	33.0
0	1657632	1657619	21	22	60	64	9	10	26.0
1	1458108	1458147	12	10	33	28	7	6	10.0
1	1945484	1945410	28	26	84	75	15	14	17.0
0	1035510	1035558	12	11	33	30	7	7	16.0
0	3292737	3292585	22	26	64	76	14	13	28.0
1	1455958	1455870	12	10	37	30	12	10	15.0
0	555617	555528	18	16	47	41	8	7	40.0
1	3053745	3053832	20	19	54	52	10	7	31.0
1	2396937	2396818	29	28	80	75	9	9	29.0
0	3192750	3192828	17	18	47	49	9	7	39.0
0	2339738	2339771	18	23	51	65	8	9	24.0
1	99322	99374	24	30	72	89	17	14	42.0
1	2933343	2933396	25	30	68	84	9	10	33.0
1	1757060	1756887	31	24	88	72	12	11	24.0
1	159945	160232	24	25	71	72	15	14	18.0
1	1646691	1646618	26	29	73	81	10	10	19.0
1	1550880	1551024	26	31	72	87	12	13	26.0
0	2862020	2862058	26	20	78	59	13	10	60.0
0	2564891	2565017	30	38	82	102	12	10	48.0
0	1616174	1616206	18	24	50	67	8	10	41.0
0	1479820	1479611	22	22	56	58	6	7	32.0
1	1793615	1793553	16	14	47	43	11	12	21.0
0	1617827	1617800	15	19	45	53	8	9	34.0
0	1066386	1066809	29	25	84	74	14	14	47.0
1	2650436	2650346	22	31	70	96	18	18	27.0
1	3061131	3061148	10	14	30	38	10	7	23.0
0	1618476	1618455	15	17	41	46	7	8	30.0
1	2209389	2209110	31	31	86	86	10	10	30.0
1	417135	417203	17	18	47	48	11	9	23.0
1	698925	698943	27	25	75	71	13	11	31.0
1	859626	859581	23	24	61	64	10	11	51.0
1	1277527	1277464	18	19	49	51	8	7	37.0
0	2035179	2035364	19	19	51	51	7	8	32.0
1	3106460	3106512	28	28	84	85	23	24	27.0
1	3418000	3417854	25	28	69	78	11	11	20.0
1	430564	430518	21	19	62	58	16	16	34.0
0	593304	593119	12	17	32	49	7	10	35.0
1	2580937	2580985	15	22	45	62	10	11	21.0
0	3164761	3164606	20	22	60	65	12	10	44.0
0	58344	58540	23	22	69	63	11	11	19.0
1	57269	57250	26	26	79	79	16	12	31.0
1	1596229	1596205	23	19	69	57	14	13	14.0
1	349233	349039	26	23	70	64	9	9	49.0
1	2553320	2553127	32	28	88	80	12	13	47.0
1	3226418	3226399	28	28	89	89	21	16	32.0
1	1640769	1640897	30	28	82	78	9	9	25.0
1	3037382	3037412	32	29	93	82	17	11	22.0
1	671328	671357	22	15	56	42	8	9	25.0
0	2243159	2243130	14	18	37	48	6	6	29.0
1	635783	635802	30	30	87	85	15	14	13.0
0	2286390	2286233	24	18	71	50	15	8	53.0
0	547288	547104	11	15	32	40	8	8	25.0
1	570666	570348	18	13	49	36	10	8	24.0
1	2898434	2898224	16	16	50	50	13	13	11.0
0	2620067	2620050	17	19	50	60	9	12	46.0
1	2123259	2123305	15	14	42	40	9	9	27.0
1	1921868	1921881	34	28	96	82	14	15	37.0
1	14524	14499	17	14	45	37	7	6	15.0
1	3444633	3444733	15	21	43	58	9	10	22.0
0	339667	339053	22	19	61	54	10	13	48.0
1	3002971	3002919	21	28	64	80	17	16	48.0
1	2119650	2119685	15	14	40	38	8	8	7.0
1	1953834	1953601	19	23	61	71	13	12	37.0
1	555553	555528	17	16	46	41	8	7	28.0
0	2819406	2819535	23	30	71	95	17	19	59.0
1	3137979	3137950	34	30	90	79	10	8	22.0
1	1057003	1057043	29	31	81	87	13	12	58.0
1	3065050	3064956	33	31	96	95	16	20	85.0
1	2007827	2007774	31	29	83	79	8	10	21.0
1	2082241	2082784	21	26	62	75	11	12	44.0
0	2015392	2015412	25	35	68	100	9	11	38.0
1	1112021	1111925	29	27	82	77	16	13	35.0
0	3361268	3361194	20	27	57	75	10	10	28.0
0	166344	166421	20	17	56	45	8	7	31.0
0	1140085	1139891	19	27	53	77	10	13	36.0
0	1509312	1509246	32	29	88	81	13	14	53.0
1	554948	554625	28	30	78	86	11	10	36.0
0	969584	969187	30	20	80	54	10	6	32.0
0	2428443	2428665	27	31	75	85	16	12	66.0
1	2615207	2615238	14	11	40	32	10	9	13.0
1	769300	769133	24	23	73	72	12	14	27.0
1	969189	969381	27	22	68	56	7	6	30.0
0	3225863	3225896	19	21	52	59	10	11	54.0
1	886793	887032	24	25	65	72	8	9	44.0
1	1079513	1079555	21	29	56	76	9	10	47.0
1	1655920	1655544	17	18	50	49	12	11	33.0
1	1353127	1353139	28	25	77	69	13	13	16.0
0	1420243	1419730	23	29	69	85	11	12	38.0
0	2894175	2894216	21	30	63	85	13	11	52.0
0	2384840	2385182	23	26	65	75	9	11	34.0
1	1566184	1565948	13	15	42	47	13	13	30.0
0	1673532	1673564	22	29	63	81	12	12	21.0
1	130511	130374	22	20	69	61	17	16	35.0
1	2045238	2045009	36	35	98	95	9	9	12.0
0	684978	684945	32	26	91	80	10	17	66.0
1	2780550	2780535	17	21	47	55	8	7	28.0
0	1297360	1297335	17	14	51	38	10	6	42.0
0	700602	700554	23	28	66	81	11	15	24.0
0	1317762	1317746	16	19	44	56	8	12	33.0
0	733402	734174	19	20	51	54	10	7	29.0
1	2760895	2760839	25	24	68	67	10	11	42.0
0	952418	952394	28	24	77	67	10	10	60.0
0	318779	319126	17	25	53	70	15	12	34.0
0	2622010	2622070	19	25	51	68	7	8	24.0
1	1515035	1515071	28	24	77	69	9	11	44.0
0	2749410	2749625	34	31	92	92	10	14	72.0
1	902161	901479	27	23	73	64	10	9	36.0
0	518132	518096	21	24	62	65	13	8	47.0
0	1743711	1743693	27	29	72	80	8	10	60.0
1	2492702	2492721	17	15	51	44	13	12	22.0
1	2270117	2270197	12	18	34	50	8	10	39.0
1	99767	99742	26	29	71	80	12	12	41.0
1	1629064	1629043	19	15	58	45	15	11	31.0
1	2117309	2117247	27	32	72	86	10	11	26.0
1	1414523	1414461	15	20	43	55	9	7	46.0
1	789691	789665	16	19	44	55	8	9	17.0
1	1463213	1463171	17	21	49	56	8	9	44.0
1	1777875	1777966	17	25	50	73	9	11	25.0
0	440568	440402	24	18	68	49	12	10	39.0
1	850724	850750	17	20	47	55	8	8	41.0
1	1991823	1992132	19	24	56	67	13	10	35.0
1	1349747	1349843	27	26	84	82	21	21	15.0
1	844421	844679	30	29	86	83	13	12	28.0
0	1091236	1091318	22	21	63	60	12	13	26.0
1	58540	58567	22	29	63	80	11	9	41.0
0	2561138	2561215	20	23	57	61	11	9	23.0
1	2728899	2728954	22	22	67	68	14	14	22.0
0	2856384	2856570	18	23	53	64	12	11	25.0
1	1819120	1819048	15	13	43	38	9	10	17.0
1	2903876	2904035	24	25	72	74	19	19	26.0
1	258973	259078	37	35	98	95	12	12	65.0
1	2728920	2728978	23	27	62	79	7	14	39.0
1	2240384	2240134	13	15	38	45	9	11	21.0
1	1238164	1238199	13	20	41	59	13	15	35.0
1	1660173	1660193	23	16	67	45	12	8	37.0
1	781439	781461	16	16	45	45	8	9	16.0
1	452914	452858	27	20	68	52	7	6	20.0
1	274406	273999	31	23	89	66	16	11	46.0
1	2188367	2188397	19	23	55	73	8	13	36.0
1	1642169	1642368	32	29	92	82	13	13	35.0
1	1294892	1294914	32	35	86	94	11	12	22.0
1	1472090	1472197	25	28	77	88	15	20	24.0
1	1409801	1409904	26	32	68	82	8	10	32.0
1	3007381	3007207	23	36	66	100	11	12	36.0
0	320332	320001	26	23	76	65	11	11	72.0
0	2537779	2537667	28	33	79	96	12	17	38.0
1	3102535	3102405	18	20	50	55	8	8	29.0
1	2055323	2055336	14	13	38	38	7	10	29.0
1	2653994	2653952	18	16	51	46	8	9	23.0
1	1091916	1092088	27	28	77	81	12	12	14.0
0	2063773	2063818	20	26	58	76	9	11	45.0
1	2644075	2644106	10	14	31	46	9	11	22.0
1	583607	583806	12	12	34	33	9	8	29.0
1	417157	417101	26	20	78	62	18	15	19.0
1	938680	939039	19	23	51	60	7	8	26.0
1	2398836	2398855	23	31	66	89	11	14	29.0
0	3018437	3018453	19	15	50	39	8	6	15.0
1	452852	452908	25	32	62	81	6	8	23.0
0	2565305	2565176	22	15	69	44	18	11	38.0
1	2461332	2461355	18	20	54	58	9	13	41.0
1	238193	238218	33	25	91	69	11	9	23.0
0	2583299	2583319	18	25	52	69	12	11	41.0
1	1487866	1487826	23	25	64	70	10	12	42.0
0	1077097	1076865	31	21	86	61	8	8	29.0
0	1042396	1042500	25	19	73	52	12	8	49.0
1	452845	452902	21	22	55	56	7	6	30.0
0	68066	68260	12	15	34	40	8	7	29.0
1	2046154	2046139	13	12	39	35	10	10	24.0
1	2205796	2205913	29	27	80	74	10	11	53.0
0	3331129	3331081	13	11	41	32	12	7	23.0
0	62655	62543	23	16	64	45	9	8	47.0
1	3162272	3162360	29	28	77	74	11	14	37.0
0	3328335	3328020	29	23	83	66	10	12	62.0
0	2247552	2247415	20	13	51	34	7	6	26.0
1	469257	469133	28	28	75	78	8	9	12.0
1	1909579	1909408	17	17	46	47	8	8	18.0
0	2254321	2254236	28	27	75	73	9	8	25.0
0	3054612	3054405	19	16	55	45	13	7	34.0
1	2029603	2029641	25	23	73	69	12	14	38.0
1	2375165	2375130	23	31	70	92	15	17	32.0
1	471718	471681	16	21	46	64	8	11	26.0
1	1118216	1118018	20	23	51	62	10	9	25.0
0	447053	446966	22	28	60	77	11	11	31.0
0	297236	297106	17	18	45	51	8	9	30.0
0	1279796	1279881	26	23	71	62	9	9	33.0
0	787432	787464	12	16	33	42	7	7	16.0
1	501887	501917	27	26	77	73	8	10	73.0
1	818479	818367	23	26	67	74	11	12	20.0
0	1597901	1597932	16	17	45	49	8	9	27.0
0	3391267	3391277	17	18	51	52	12	9	36.0
1	2581127	2580985	27	22	77	62	12	11	30.0
0	52758	52343	20	24	54	66	7	9	24.0
1	1671941	1671677	30	30	82	80	12	11	23.0
0	176905	176931	20	31	58	87	14	19	29.0
0	66587	66500	31	25	86	70	10	9	75.0
0	2373715	2373669	30	24	84	66	10	10	51.0
1	1952630	1952428	12	17	34	47	9	10	16.0
1	1675025	1675047	15	12	43	34	11	6	29.0
1	1015204	1015140	29	25	77	67	11	10	31.0
1	2630710	2630750	26	18	71	51	10	10	27.0
0	34199	34334	29	28	86	83	17	17	46.0
1	2711479	2711576	25	20	73	58	18	14	25.0
1	2131318	2131372	10	15	29	44	8	11	18.0
1	2691267	2691047	24	24	67	68	9	9	13.0
0	20391	20375	16	22	45	60	10	9	36.0
0	1117441	1117426	19	19	56	57	11	14	34.0
1	1171539	1171897	28	23	74	62	8	8	17.0
0	2277428	2277502	28	30	76	78	9	11	46.0
0	699979	700005	21	25	61	71	11	9	50.0
0	218937	219056	22	21	63	60	14	12	36.0
1	1589333	1589356	31	25	83	70	9	12	28.0
0	453448	453574	24	30	69	81	12	9	49.0
1	2327949	2327686	29	25	82	67	15	10	25.0
0	1052580	1052778	31	26	92	77	16	15	24.0
1	325763	325928	19	22	56	66	13	15	27.0
1	1953249	1953229	23	21	64	59	10	11	52.0
0	700005	699929	25	25	71	71	9	9	51.0
1	4177	4083	22	16	62	44	9	7	50.0
0	1088211	1088238	18	15	51	43	10	9	33.0
1	2636441	2636304	26	31	81	96	21	19	45.0
1	336701	336413	23	17	61	46	9	9	25.0
1	2733687	2733747	34	31	99	89	12	11	34.0
1	2196784	2196874	16	23	47	66	9	10	37.0
0	3446378	3446258	15	22	43	62	9	11	34.0
1	1081979	1081950	16	22	42	61	6	9	37.0
1	1868599	1868648	20	25	57	72	9	12	56.0
1	3301558	3301460	31	30	83	80	12	10	39.0
1	2638975	2638855	32	34	90	94	10	10	10.0
1	1907358	1907308	14	16	39	45	9	8	28.0
1	2051903	2052013	24	33	71	95	12	11	55.0
1	650292	650062	21	17	57	45	10	6	26.0
1	2198694	2198937	23	23	65	63	9	10	45.0
1	2732028	2731959	19	22	55	63	12	10	26.0
1	3083157	3083264	29	26	86	76	13	10	26.0
1	1101304	1101205	22	21	66	62	13	13	33.0
0	2791603	2791653	21	14	58	37	8	6	33.0
0	1530188	1530311	22	23	60	63	10	9	50.0
1	2793362	2793469	21	21	64	63	15	14	16.0
1	1325624	1325693	23	18	66	54	12	12	16.0
1	2775364	2775332	18	24	51	64	11	10	22.0
0	583888	583563	13	16	38	44	7	10	27.0
1	2876850	2876936	19	20	51	54	10	11	22.0
0	1220667	1220799	13	16	42	51	13	10	26.0
0	18800	18720	23	20	64	57	8	9	29.0
0	872797	872880	12	12	36	35	8	8	25.0
1	964055	963933	17	20	47	55	8	7	18.0
0	1027885	1028037	13	10	39	29	9	8	21.0
1	1825432	1825301	30	30	86	85	13	13	53.0
1	173780	173843	31	31	89	91	17	18	18.0
0	3046152	3046307	15	18	45	54	11	8	35.0
1	760511	760819	26	19	78	56	13	8	45.0
1	2906104	2906322	15	13	42	38	9	8	19.0
0	1091300	1091577	27	29	76	82	10	13	37.0
1	1219440	1219610	16	20	46	57	9	11	23.0
1	2054927	2054997	18	25	52	69	14	14	23.0
1	31856	31914	28	28	81	81	10	12	40.0
1	486095	486254	30	26	86	73	12	11	26.0
1	2175862	2175765	27	28	75	76	14	13	41.0
0	2784892	2784625	25	31	70	92	9	12	58.0
1	1892192	1892109	19	20	52	53	9	7	31.0
0	1680556	1680381	13	15	36	40	8	8	30.0
1	3444074	3444041	28	28	81	81	12	12	12.0
1	1596241	1596217	26	23	77	67	19	17	18.0
1	722278	722383	13	16	36	42	8	6	24.0
0	2677365	2677297	32	31	89	83	12	11	49.0
1	1039562	1039677	29	32	80	87	12	9	30.0
0	113471	113543	17	22	50	62	11	10	45.0
1	987465	987205	24	17	64	46	8	9	26.0
1	702543	702500	27	29	75	81	14	15	30.0
1	1980565	1980620	30	28	76	72	10	10	9.0
1	1147489	1147306	20	25	57	70	15	13	41.0
0	1303403	1303367	15	19	44	55	13	12	31.0
1	1346614	1346703	19	14	50	40	8	7	23.0
1	1852136	1852279	22	17	58	48	7	8	28.0
0	101747	101777	15	14	43	41	8	9	17.0
0	289121	289153	18	24	49	70	7	12	34.0
